PF Rating,Team,Pos,Player,Prop,L10 Avg,L10 Diff,L5 Avg,L5 Diff,Odds,Streak,Matchup,2023,2024,H2H,L5,L10,L20,L30
68.7,CHA,PF,Miles Bridges,o33.5 PR,35.2,1.7,41.2,7.7,"'-106",4,20,13/69,17/51,0/3,4/5,5/10,10/20,14/30
55.6,CLE,PG,Ty Jerome,o3.5 Reb,3.4,"'-0.1",3.8,0.3,"'+140",0,17,0/2,19/60,2/3,3/5,5/10,9/20,13/30
63.7,LAC,PF,Nicolas Batum,o0.5 Blocks,0.9,0.4,1.4,0.9,"'-140",0,14,26/58,20/64,2/5,4/5,5/10,8/20,10/30
47.5,ATL,PF,Georges Niang,o2.5 3PTM,2.8,0.3,2.4,"'-0.1","'+108",0,18,26/81,20/64,2/4,2/5,5/10,10/20,11/30
64.5,ATL,PF,Georges Niang,o17.5 PRA,20,2.5,20.2,2.7,"'-105",2,19,20/81,19/64,0/4,3/5,5/10,9/20,10/30
56.7,MEM,C,Brandon Clarke,o7.5 RA,7.4,"'-0.1",8.2,0.7,"'+100",0,19,2/6,18/60,1/3,3/5,5/10,8/20,9/30
40.7,ORL,PG,Cole Anthony,o12.5 Pts,12.7,0.2,13.8,1.3,"'+100",0,7,33/80,18/60,1/4,2/5,5/10,10/20,14/30
45.6,ORL,PG,Cole Anthony,o7.5 RA,8.2,0.7,8,0.5,"'+100",0,16,28/80,18/60,2/4,2/5,5/10,9/20,14/30
59.6,LAC,PG,James Harden,o41.5 PRA,40.6,"'-0.9",46.8,5.3,"'-104",3,27,5/72,18/63,1/3,4/5,5/10,8/20,11/30
59.6,SA,SF,Devin Vassell,o4.5 Reb,5.3,0.8,6.2,1.7,"'-120",1,12,22/68,14/49,1/4,2/5,5/10,5/20,9/30
44.6,CLE,PG,Ty Jerome,o14.5 Pts,14.7,0.2,13.6,"'-0.9","'-130",0,11,0/2,17/60,1/3,2/5,5/10,10/20,13/30
45.8,CLE,PG,Ty Jerome,o17.5 PR,18.1,0.6,17.4,"'-0.1","'-115",0,12,0/2,16/60,2/3,2/5,5/10,9/20,11/30
34.4,SA,SG,Stephon Castle,o19.5 Pts,16.8,"'-2.7",16.8,"'-2.7","'-115",0,10,0/0,17/63,1/1,2/5,5/10,9/20,13/30
33.3,MIA,C,Kel'el Ware,o1.5 Ast,1.6,0.1,1,"'-0.5","'+165",2,12,0/0,12/47,1/1,2/5,5/10,9/20,11/30
56.2,PHI,SG,Quentin Grimes,o3.5 Ast,3.7,0.2,4.2,0.7,"'-130",0,14,1/51,16/62,1/5,3/5,5/10,9/20,14/30
57.1,LAC,PF,Kawhi Leonard,o32.5 PRA,30.9,"'-1.6",33.4,0.9,"'-125",1,23,36/68,6/23,3/5,3/5,5/10,6/20,8/30
58.1,LAC,PG,James Harden,o35.5 PA,34.9,"'-0.6",41.2,5.7,"'-108",0,28,6/72,16/63,1/3,3/5,5/10,8/20,10/30
68.8,CHA,PF,Miles Bridges,o25.5 Pts,26.6,1.1,32.2,6.7,"'-108",4,21,16/69,13/51,0/3,4/5,5/10,8/20,10/30
51.6,SA,PF,Keldon Johnson,o1.5 3PTM,1.5,0,1.6,0.1,"'-120",0,14,37/69,15/61,3/5,2/5,5/10,8/20,10/30
43.4,LAL,SG,Austin Reaves,o0.5 Blocks,0.7,0.2,0.4,"'-0.1","'+270",0,25,18/82,14/57,5/17,2/5,5/10,8/20,10/30
58.6,LAC,PF,Nicolas Batum,o7.5 PA,7.2,"'-0.3",9.6,2.1,"'-115",4,25,30/58,14/64,4/5,4/5,5/10,7/20,7/30
71,CHA,PF,Miles Bridges,o29.5 PA,30.7,1.2,36.6,7.1,"'-118",4,27,15/69,11/51,0/3,4/5,5/10,8/20,10/30
64.3,PHI,SG,Quentin Grimes,o19.5 Pts,21.1,1.6,25,5.5,"'-124",3,28,0/51,13/62,2/5,4/5,5/10,7/20,9/30
64.8,PHI,SG,Quentin Grimes,o25.5 PR,25.7,0.2,29.6,4.1,"'-114",3,29,1/51,13/62,1/5,4/5,5/10,7/20,9/30
30.8,SA,SG,Stephon Castle,o28.5 PRA,24.7,"'-3.8",24.8,"'-3.7","'-150",0,4,0/0,13/63,1/1,2/5,5/10,8/20,10/30
33.5,SA,SG,Stephon Castle,o24.5 PR,21,"'-3.5",20.8,"'-3.7","'-105",0,10,0/0,13/63,1/1,2/5,5/10,8/20,10/30
19.5,DAL,SG,Max Christie,o7.5 RA,6.8,"'-0.7",6.6,"'-0.9","'+105",2,2,8/66,12/63,3/7,3/5,5/10,9/20,11/30
23.9,IND,PG,T.J. McConnell,o0.5 3PTM,0.5,0,0.4,"'-0.1","'+210",0,6,13/71,11/60,0/10,2/5,5/10,6/20,6/30
17.4,DAL,SG,Max Christie,o3.5 Ast,3.4,"'-0.1",3,"'-0.5","'+140",2,3,3/66,10/63,0/7,2/5,5/10,8/20,8/30
63.3,PHI,SG,Quentin Grimes,o24.5 PA,24.8,0.3,29.2,4.7,"'-120",3,28,0/51,9/62,2/5,4/5,5/10,6/20,8/30
66.4,MIA,PG,Terry Rozier,o8.5 PR,9.9,1.4,11.4,2.9,"'-115",0,16,58/61,46/57,6/7,3/5,4/10,13/20,22/30
66.1,MIA,PG,Terry Rozier,o6.5 Pts,7.4,0.9,8.6,2.1,"'+100",1,16,58/61,45/57,6/7,3/5,4/10,12/20,21/30
83.7,MEM,PF,Jaren Jackson Jr.,o18.5 Pts,19.3,0.8,22,3.5,"'-125",0,26,45/66,43/59,2/3,3/5,4/10,14/20,22/30
60.1,ORL,SG,Kentavious Caldwell-Pope,o0.5 Steals,0.6,0.1,0.8,0.3,"'-210",0,20,58/75,46/64,14/20,2/5,4/10,9/20,18/30
54.3,CLE,PF,Dean Wade,o9 PRA,7.7,"'-1.3",7,"'-2","'-137",0,21,29/54,32/45,1/3,2/5,4/10,12/20,22/30
54.9,CLE,PF,Dean Wade,o7.5 PR,6.7,"'-0.8",6.2,"'-1.3","'-125",0,23,32/54,31/45,1/3,2/5,4/10,12/20,22/30
72.9,MEM,PF,Jaren Jackson Jr.,o26.5 PRA,25.7,"'-0.8",27.6,1.1,"'-115",0,25,45/66,40/59,2/3,3/5,4/10,12/20,20/30
43.9,HOU,PG,Fred VanVleet,o8.5 RA,7.7,"'-0.8",6.8,"'-1.7","'-146",0,30,54/73,30/47,6/7,2/5,4/10,11/20,18/30
66.9,BOS,C,Kristaps Porzingis,o17.5 Pts,19.3,1.8,17.8,0.3,"'-106",0,29,36/57,20/32,7/11,1/5,4/10,13/20,19/30
59.1,ATL,SG,Caris LeVert,o2.5 Ast,2.4,"'-0.1",3.2,0.7,"'-120",0,4,53/68,32/51,3/4,3/5,4/10,10/20,15/30
61.5,DEN,C,Nikola Jokic,o26.5 Pts,25.1,"'-1.4",29.2,2.7,"'-106",2,19,41/78,38/60,9/18,3/5,4/10,11/20,16/30
66.4,DEN,C,Nikola Jokic,o49.5 PRA,50.5,1,54,4.5,"'-108",0,12,35/78,38/60,11/18,2/5,4/10,12/20,17/30
57.2,CHA,PG,LaMelo Ball,o24.5 Pts,17.6,"'-6.9",21.2,"'-3.3","'-117",1,26,12/22,26/42,3/4,3/5,4/10,9/20,16/30
74.5,IND,C,Obi Toppin,o0.5 3PTM,0.6,0.1,0.8,0.3,"'-185",0,30,57/82,37/61,7/9,2/5,4/10,10/20,17/30
53.3,SA,PG,Chris Paul,o2.5 Reb,1.9,"'-0.6",1.8,"'-0.7","'-186",0,27,43/57,39/64,2/4,1/5,4/10,10/20,15/30
41.4,HOU,PG,Fred VanVleet,o12 Pts,11.6,"'-0.4",6.8,"'-5.2","'-137",0,29,51/73,28/47,2/7,1/5,4/10,11/20,18/30
41.9,HOU,PG,Fred VanVleet,o17.5 PA,16.1,"'-1.4",11.2,"'-6.3","'-115",0,30,58/73,28/47,3/7,1/5,4/10,11/20,17/30
56.9,HOU,C,Alperen Sengun,o0.5 Steals,0.7,0.2,1.2,0.7,"'-230",1,1,45/63,37/62,2/9,3/5,4/10,9/20,16/30
43.8,CHA,PG,LaMelo Ball,o3.5 3PTM,2.8,"'-0.7",3.2,"'-0.3","'-104",0,27,10/22,25/42,3/4,2/5,4/10,9/20,16/30
53.5,LAL,SG,Austin Reaves,o0.5 Steals,0.6,0.1,0.2,"'-0.3","'-170",0,24,46/82,34/57,9/17,1/5,4/10,12/20,17/30
60.5,DEN,C,Nikola Jokic,o1.5 3PTM,1.1,"'-0.4",1.6,0.1,"'-110",1,19,22/78,36/60,8/18,3/5,4/10,11/20,15/30
61.1,SA,PG,Chris Paul,o7.5 Ast,7.3,"'-0.2",7.6,0.1,"'-115",2,8,23/57,38/64,3/4,2/5,4/10,10/20,15/30
63.5,ORL,PF,Paolo Banchero,o10.5 RA,10.6,0.1,11.8,1.3,"'-144",1,27,54/79,19/33,1/3,3/5,4/10,10/20,17/30
55.4,MIA,PF,Bam Adebayo,o9.5 Reb,9.5,0,10.4,0.9,"'-139",0,19,44/70,35/63,8/21,3/5,4/10,10/20,17/30
53.1,LAC,PF,Derrick Jones Jr.,o0.5 Ast,0.4,"'-0.1",0.4,"'-0.1","'-115",0,26,54/76,34/61,3/6,2/5,4/10,11/20,15/30
65.3,LAC,PF,Derrick Jones Jr.,o13.5 PRA,13.4,"'-0.1",14.4,0.9,"'-115",0,23,30/76,34/61,3/6,2/5,4/10,11/20,16/30
74.8,LAC,PF,Derrick Jones Jr.,o12.5 PR,13,0.5,14,1.5,"'-125",0,22,28/76,34/61,3/6,2/5,4/10,11/20,17/30
46.9,SA,SG,Julian Champagnie,o1.5 3PTM,1.5,0,0.6,"'-0.9","'-145",0,13,28/73,36/64,1/3,1/5,4/10,7/20,11/30
66.3,DEN,SF,Michael Porter Jr.,o24.5 PR,24.9,0.4,24.8,0.3,"'-115",0,15,39/80,35/63,11/16,2/5,4/10,11/20,15/30
39.9,SAC,PG,Malik Monk,o16.5 Pts,15.4,"'-1.1",14,"'-2.5","'-128",0,2,33/72,30/54,3/8,1/5,4/10,10/20,19/30
68.5,PHI,C,Andre Drummond,o0.5 Steals,0.6,0.1,0.6,0.1,"'-150",0,21,47/79,22/40,7/11,2/5,4/10,9/20,16/30
46.1,LAC,C,Ivica Zubac,o0.5 Steals,0.4,"'-0.1",0.2,"'-0.3","'-220",0,17,17/68,35/64,1/4,1/5,4/10,13/20,19/30
36.6,HOU,PF,Jabari Smith Jr.,o0.5 Blocks,0.4,"'-0.1",0.4,"'-0.1","'-145",0,17,41/75,24/44,7/10,2/5,4/10,11/20,19/30
54.7,TOR,PF,Scottie Barnes,o18.5 Pts,17.5,"'-1",16.2,"'-2.3","'-105",0,30,38/60,28/51,3/5,1/5,4/10,11/20,16/30
44,UTAH,SF,Lauri Markkanen,o26.5 PRA,24,"'-2.5",25.4,"'-1.1","'-110",0,2,41/55,24/44,4/4,3/5,4/10,10/20,16/30
60.5,UTAH,SF,Lauri Markkanen,o24.5 PR,23.5,"'-1",25,0.5,"'-104",0,5,39/55,24/44,4/4,3/5,4/10,10/20,16/30
47.3,SAC,PF,Keegan Murray,o0.5 Steals,0.5,0,0.2,"'-0.3","'-190",0,18,51/76,34/62,4/11,1/5,4/10,10/20,17/30
42.3,SAC,PF,Keegan Murray,o7.5 RA,6.2,"'-1.3",5.8,"'-1.7","'-115",0,4,31/76,34/62,2/11,2/5,4/10,11/20,16/30
33.9,BOS,SG,Jrue Holiday,o1.5 3PTM,1,"'-0.5",1.2,"'-0.3","'-135",0,10,41/69,27/50,12/17,2/5,4/10,10/20,16/30
46.3,IND,C,Obi Toppin,o12.5 PR,10.4,"'-2.1",10.2,"'-2.3","'-137",0,25,47/82,33/61,6/9,2/5,4/10,10/20,17/30
76.3,LAC,PF,Derrick Jones Jr.,o10.5 PA,10.6,0.1,11,0.5,"'-105",0,25,28/76,33/61,3/6,2/5,4/10,10/20,16/30
48.4,DEN,PG,Jamal Murray,o3.5 Reb,3.2,"'-0.3",3.2,"'-0.3","'+118",2,26,29/58,32/59,13/18,3/5,4/10,9/20,13/30
62.5,DEN,PG,Jamal Murray,o23.5 PR,25,1.5,24.4,0.9,"'-115",0,9,33/58,32/59,13/18,2/5,4/10,11/20,17/30
40.2,SAC,PG,Malik Monk,o26.5 PRA,25.3,"'-1.2",23.4,"'-3.1","'-118",0,2,26/72,29/54,3/8,1/5,4/10,11/20,21/30
68.5,PHX,C,Nick Richards,o0.5 Ast,0.8,0.3,0.8,0.3,"'-110",1,6,40/67,25/46,4/4,2/5,4/10,8/20,13/30
39.8,MIA,SG,Tyler Herro,o22.5 Pts,23.7,1.2,22.2,"'-0.3","'-110",1,9,16/41,33/62,5/13,1/5,4/10,10/20,15/30
50.3,IND,PG,T.J. McConnell,o16.5 PRA,14.9,"'-1.6",14.2,"'-2.3","'-115",1,29,45/71,32/60,6/10,3/5,4/10,7/20,10/30
55.8,IND,SF,Bennedict Mathurin,o21.5 PRA,21.8,0.3,20.8,"'-0.7","'-115",1,25,23/60,31/58,4/9,2/5,4/10,8/20,13/30
51.4,MEM,PG,Luke Kennard,o2.5 Reb,2.5,0,3.2,0.7,"'-155",1,8,20/39,27/51,1/3,3/5,4/10,8/20,16/30
66.3,MEM,PG,Luke Kennard,o1.5 3PTM,1.6,0.1,1.8,0.3,"'-150",1,5,29/39,27/51,2/3,1/5,4/10,8/20,16/30
67.9,MEM,PG,Luke Kennard,o15.5 PRA,17.4,1.9,21.2,5.7,"'-115",1,1,25/39,27/51,1/3,3/5,4/10,9/20,16/30
75.2,MEM,C,Zach Edey,o0.5 Ast,0.6,0.1,0.8,0.3,"'-130",0,18,0/0,27/51,0/1,2/5,4/10,9/20,14/30
45.3,ORL,SF,Franz Wagner,o9.5 RA,9,"'-0.5",9.8,0.3,"'-135",3,9,26/71,25/47,2/3,3/5,4/10,8/20,13/30
68.7,PHX,SF,Kevin Durant,o30.5 PA,29.5,"'-1",32,1.5,"'-120",0,21,44/74,28/53,4/5,3/5,4/10,10/20,14/30
51.1,PHX,SF,Royce O'Neale,o8.5 Pts,7.4,"'-1.1",7,"'-1.5","'-134",0,20,31/78,32/60,1/7,2/5,4/10,11/20,14/30
25.6,BOS,SG,Jrue Holiday,o3.5 Ast,3.1,"'-0.4",3,"'-0.5","'+130",0,15,48/69,26/50,13/17,2/5,4/10,8/20,13/30
67.8,IND,PF,Pascal Siakam,o30.5 PRA,31.7,1.2,32.4,1.9,"'-120",1,14,42/79,33/64,7/11,3/5,4/10,10/20,16/30
70.6,IND,SG,Andrew Nembhard,o17.5 PRA,18.3,0.8,20.4,2.9,"'-106",0,24,26/66,25/48,4/10,2/5,4/10,10/20,16/30
55.2,IND,SF,Bennedict Mathurin,o17.5 PA,17.9,0.4,16.6,"'-0.9","'-110",1,23,24/60,30/58,2/9,2/5,4/10,8/20,12/30
74.8,LAC,PF,Derrick Jones Jr.,o9.5 Pts,10.2,0.7,10.6,1.1,"'-105",0,22,28/76,32/61,3/6,2/5,4/10,10/20,16/30
24.4,HOU,SG,Jalen Green,o26.5 PR,24.5,"'-2",21.2,"'-5.3","'-108",1,18,35/81,34/66,6/11,1/5,4/10,10/20,17/30
80.6,CLE,SG,Sam Merrill,o1.5 3PTM,1.9,0.4,2.4,0.9,"'-180",0,24,36/61,29/56,1/2,3/5,4/10,11/20,14/30
70.3,CLE,PF,Evan Mobley,o0.5 Steals,0.8,0.3,0.8,0.3,"'-165",0,9,29/49,30/58,3/4,2/5,4/10,8/20,13/30
39.3,ORL,C,Wendell Carter Jr.,o10.5 PA,11.5,1,10,"'-0.5","'-115",0,15,33/54,28/54,1/2,1/5,4/10,10/20,16/30
45.2,SA,PG,Chris Paul,o8.5 Pts,7.6,"'-0.9",8.4,"'-0.1","'-110",1,24,35/57,33/64,2/4,3/5,4/10,8/20,13/30
54.6,SA,PF,Harrison Barnes,o1.5 Ast,1.3,"'-0.2",1,"'-0.5","'-115",0,29,26/81,33/64,3/5,1/5,4/10,8/20,16/30
32.2,SA,C,Jeremy Sochan,o11.5 Pts,10,"'-1.5",10.2,"'-1.3","'-110",1,2,35/74,23/44,1/5,2/5,4/10,8/20,12/30
32.3,SA,C,Jeremy Sochan,o18.5 PR,16,"'-2.5",15,"'-3.5","'-105",1,3,35/74,23/44,3/5,2/5,4/10,8/20,12/30
39.9,SAC,PG,Malik Monk,o22.5 PA,21.6,"'-0.9",19.4,"'-3.1","'-130",0,2,30/72,28/54,3/8,1/5,4/10,11/20,20/30
45.7,PHX,SG,Bradley Beal,o1.5 3PTM,1.4,"'-0.1",1,"'-0.5","'-125",0,11,24/52,24/46,3/6,2/5,4/10,8/20,15/30
30.9,PHX,PG,Devin Booker,o32.5 PA,32.1,"'-0.4",30.2,"'-2.3","'-120",0,5,36/67,31/60,7/11,1/5,4/10,10/20,17/30
22,BOS,SF,Jaylen Brown,o29.5 PR,28.3,"'-1.2",27.8,"'-1.7","'-110",0,9,32/70,28/55,10/19,2/5,4/10,10/20,13/30
68.3,MEM,PG,Luke Kennard,o12.5 PA,14.9,2.4,18,5.5,"'-115",1,1,26/39,26/51,1/3,3/5,4/10,9/20,17/30
72.6,DEN,PG,Russell Westbrook,o4.5 Reb,4.8,0.3,5.6,1.1,"'-127",0,26,37/68,30/59,3/7,3/5,4/10,9/20,18/30
61.9,DEN,PG,Jamal Murray,o29.5 PRA,31.2,1.7,31.2,1.7,"'-110",0,10,38/58,30/59,13/18,2/5,4/10,11/20,16/30
63.7,IND,PF,Pascal Siakam,o20.5 Pts,21.6,1.1,22.8,2.3,"'-110",1,7,40/79,32/64,6/11,3/5,4/10,10/20,15/30
44.4,PHI,C,Guerschon Yabusele,o5.5 Reb,4.4,"'-1.1",3.8,"'-1.7","'-145",0,24,0/0,30/60,1/2,1/5,4/10,12/20,18/30
52.6,PHI,C,Guerschon Yabusele,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'+100",0,21,0/0,30/60,1/2,1/5,4/10,10/20,14/30
53.9,HOU,PF,Jabari Smith Jr.,o1.5 3PTM,1.5,0,2.2,0.7,"'-118",0,12,42/75,22/44,5/10,4/5,4/10,11/20,18/30
60.7,MEM,PG,Ja Morant,o1.5 3PTM,1.5,0,2.2,0.7,"'-125",1,5,4/9,21/42,1/3,3/5,4/10,10/20,15/30
34.5,MIN,C,Naz Reid,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'-150",1,3,44/80,33/66,2/5,2/5,4/10,9/20,15/30
32.3,SA,C,Jeremy Sochan,o21.5 PRA,18.2,"'-3.3",17.2,"'-4.3","'+100",1,3,36/74,22/44,3/5,2/5,4/10,7/20,12/30
63.5,UTAH,SF,Lauri Markkanen,o18.5 Pts,17.4,"'-1.1",18.8,0.3,"'-104",0,10,44/55,22/44,4/4,3/5,4/10,9/20,16/30
41.7,LAL,SG,Austin Reaves,o2.5 3PTM,2.5,0,2.4,"'-0.1","'-140",1,17,23/82,28/57,6/17,2/5,4/10,9/20,14/30
68.2,PHX,SF,Kevin Durant,o26.5 Pts,25,"'-1.5",27.6,1.1,"'-109",0,20,41/74,26/53,5/5,3/5,4/10,10/20,13/30
30.4,IND,PF,Pascal Siakam,o10.5 RA,10.1,"'-0.4",9.6,"'-0.9","'+105",1,17,44/79,31/64,9/11,2/5,4/10,7/20,13/30
73.2,IND,SG,Andrew Nembhard,o7.5 RA,8.7,1.2,10.2,2.7,"'-115",0,26,24/66,23/48,3/10,3/5,4/10,8/20,15/30
39.3,HOU,PF,Jabari Smith Jr.,o7.5 RA,7.3,"'-0.2",7,"'-0.5","'-125",0,28,48/75,21/44,6/10,1/5,4/10,8/20,15/30
24.6,HOU,SG,Jalen Green,o21.5 Pts,19.2,"'-2.3",15.8,"'-5.7","'-112",1,19,33/81,32/66,5/11,1/5,4/10,10/20,17/30
24,HOU,SG,Jalen Green,o30.5 PRA,29.3,"'-1.2",26.2,"'-4.3","'-106",1,19,31/81,32/66,5/11,1/5,4/10,10/20,17/30
16.5,ORL,PF,Paolo Banchero,o4.5 Ast,4.1,"'-0.4",4,"'-0.5","'+105",0,16,49/79,16/33,1/3,1/5,4/10,10/20,15/30
37.8,CHA,PG,LaMelo Ball,o13.5 RA,11.3,"'-2.2",13.4,"'-0.1","'-108",0,12,9/22,20/42,2/4,3/5,4/10,10/20,16/30
55.8,SA,SG,Julian Champagnie,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'-150",1,14,34/73,31/64,2/3,1/5,4/10,12/20,14/30
58.9,DEN,C,Nikola Jokic,o0.5 Blocks,0.7,0.2,0.8,0.3,"'-130",0,4,46/78,29/60,9/18,2/5,4/10,10/20,15/30
44.5,UTAH,SF,Lauri Markkanen,o20.5 PA,17.9,"'-2.6",19.2,"'-1.3","'-110",0,3,42/55,21/44,4/4,3/5,4/10,8/20,14/30
47,UTAH,SG,Johnny Juzang,o1.5 3PTM,1.4,"'-0.1",2,0.5,"'-125",0,1,9/19,23/48,0/1,3/5,4/10,10/20,15/30
39.7,IND,PG,T.J. McConnell,o14.5 PA,13.5,"'-1",12.6,"'-1.9","'-105",1,29,38/71,28/60,3/10,3/5,4/10,7/20,9/30
41.6,DAL,PG,Dante Exum,o9.5 Pts,8,"'-1.5",9.4,"'-0.1","'-110",3,20,17/55,8/17,3/4,3/5,4/10,9/20,9/30
41.6,DAL,PG,Dante Exum,o11.5 PR,9.8,"'-1.7",11.2,"'-0.3","'-125",3,20,18/55,8/17,3/4,3/5,4/10,9/20,9/30
27.9,HOU,PG,Fred VanVleet,o2.5 3PTM,3,0.5,1.4,"'-1.1","'+112",0,10,42/73,22/47,2/7,0/5,4/10,10/20,15/30
25.1,HOU,SG,Jalen Green,o25.5 PA,24,"'-1.5",20.8,"'-4.7","'-110",1,20,33/81,31/66,5/11,1/5,4/10,11/20,17/30
68.3,MEM,PG,Luke Kennard,o9.5 Pts,11.2,1.7,14,4.5,"'-105",1,1,25/39,24/51,1/3,3/5,4/10,7/20,15/30
67.9,MEM,PG,Luke Kennard,o12.5 PR,13.7,1.2,17.2,4.7,"'-110",1,1,26/39,24/51,1/3,3/5,4/10,7/20,14/30
28.4,LAL,SG,Austin Reaves,o5 Reb,4.1,"'-0.9",5,0,"'-137",2,8,33/82,27/57,4/17,3/5,4/10,13/20,16/30
67,ATL,SG,Dyson Daniels,o5.5 Reb,5.8,0.3,6,0.5,"'-100",0,2,15/60,28/61,1/6,3/5,4/10,12/20,17/30
75.4,UTAH,C,Walker Kessler,o1.5 Ast,2,0.5,1.6,0.1,"'-115",1,24,15/64,23/50,0/5,1/5,4/10,8/20,13/30
46.3,SAC,C,Domantas Sabonis,o0.5 Steals,0.5,0,0.4,"'-0.1","'-115",0,14,48/81,26/56,6/11,2/5,4/10,8/20,12/30
60.4,IND,PF,Pascal Siakam,o1.5 3PTM,1.9,0.4,1.6,0.1,"'+116",1,7,19/79,29/64,5/11,2/5,4/10,7/20,10/30
60,HOU,PF,Jabari Smith Jr.,o12.5 Pts,11.1,"'-1.4",14,1.5,"'-106",0,29,42/75,20/44,6/10,3/5,4/10,10/20,15/30
44.9,CLE,PF,Evan Mobley,o1.5 Blocks,1.6,0.1,1.2,"'-0.3","'-115",0,13,20/49,26/58,4/4,1/5,4/10,10/20,13/30
15.1,ORL,SF,Franz Wagner,o1.5 Steals,1.3,"'-0.2",1.2,"'-0.3","'+140",0,5,19/71,21/47,1/3,2/5,4/10,7/20,12/30
