PF Rating,Team,Pos,Player,Prop,L10 Avg,L10 Diff,L5 Avg,L5 Diff,Odds,Streak,Matchup,2023,2024,H2H,L5,L10,L20,L30
76.6,DEN,PF,Aaron Gordon,o0.5 3PTM,2,1.5,3,2.5,"'-230",10,5,31/72,29/38,8/17,5/5,10/10,16/20,22/30
63.7,MIN,C,Naz Reid,o1.5 Ast,3,1.5,2.6,1.1,"'-135",18,3,36/80,43/66,1/5,5/5,10/10,19/20,23/30
60.5,MIN,SF,Jaden McDaniels,o20.5 PRA,29.5,9,28,7.5,"'-130",12,1,12/71,32/67,1/5,5/5,10/10,17/20,23/30
59.9,MIN,SF,Jaden McDaniels,o18.5 PR,26.2,7.7,24.4,5.9,"'-114",12,1,13/71,30/67,1/5,5/5,10/10,17/20,22/30
50.2,MIN,SF,Jaden McDaniels,o15.5 PA,21.6,6.1,21.8,6.3,"'-115",12,1,16/71,29/67,1/5,5/5,10/10,16/20,21/30
59.9,MIN,SF,Jaden McDaniels,o12.5 Pts,18.3,5.8,18.2,5.7,"'-120",12,1,21/71,28/67,1/5,5/5,10/10,15/20,21/30
72.5,MIA,PF,Bam Adebayo,o0.5 Steals,1.8,1.3,2.2,1.7,"'-200",8,12,45/70,45/63,14/21,5/5,9/10,13/20,19/30
82,ATL,C,Onyeka Okongwu,o1.5 Ast,2.6,1.1,2,0.5,"'-148",0,17,22/55,37/59,2/4,4/5,9/10,17/20,25/30
92.2,TOR,SF,RJ Barrett,o30.5 PRA,33.3,2.8,34,3.5,"'-110",5,30,26/58,32/51,0/4,5/5,9/10,14/20,20/30
89.9,CLE,PF,Evan Mobley,o0.5 3PTM,1.1,0.6,1,0.5,"'-245",3,28,16/49,36/58,2/4,4/5,9/10,12/20,20/30
61.7,MIN,C,Rudy Gobert,o22.5 PRA,28.6,6.1,27.2,4.7,"'-137",3,5,62/75,34/57,5/5,4/5,9/10,13/20,18/30
67.2,ATL,PF,Georges Niang,o4 Reb,4.5,0.5,4.2,0.2,"'-137",4,7,33/81,37/64,2/4,4/5,9/10,15/20,18/30
60.9,MIN,C,Rudy Gobert,o20.5 PR,26.2,5.7,25,4.5,"'-102",3,4,62/75,33/57,5/5,4/5,9/10,13/20,18/30
70.6,MIN,PG,Donte DiVincenzo,o2.5 3PTM,4.1,1.6,3.4,0.9,"'-150",0,23,51/80,28/48,3/5,4/5,9/10,16/20,20/30
61.4,MIN,SF,Jaden McDaniels,o7.5 RA,11.2,3.7,9.8,2.3,"'-115",4,7,8/71,39/67,3/5,4/5,9/10,17/20,25/30
72.9,MIA,SF,Duncan Robinson,o12.5 PA,17.1,4.6,15.6,3.1,"'-115",9,13,45/68,35/62,5/19,5/5,9/10,13/20,19/30
72.2,MIN,PG,Donte DiVincenzo,o14.5 PA,20,5.5,18.4,3.9,"'-120",9,23,52/80,27/48,4/5,5/5,9/10,17/20,20/30
61.9,MIN,C,Rudy Gobert,o10.5 Pts,14.8,4.3,14.8,4.3,"'-106",6,4,55/75,30/57,4/5,5/5,9/10,16/20,18/30
61.4,MIN,C,Rudy Gobert,o12.5 PA,17.2,4.7,17,4.5,"'-115",6,3,53/75,30/57,4/5,5/5,9/10,15/20,17/30
70.7,MIN,PG,Donte DiVincenzo,o18.5 PRA,24.4,5.9,22.6,4.1,"'-122",9,20,50/80,24/48,3/5,5/5,9/10,15/20,18/30
89.1,TOR,PF,Scottie Barnes,o3.5 Ast,4.7,1.2,4.2,0.7,"'-154",0,24,52/60,43/51,3/5,4/5,8/10,17/20,24/30
80.3,CLE,PF,Dean Wade,o0.5 Ast,1,0.5,0.8,0.3,"'-240",4,7,26/54,37/45,1/3,4/5,8/10,17/20,23/30
85.3,ATL,PF,Mouhamed Gueye,o0.5 Blocks,1.2,0.7,1.6,1.1,"'-155",6,16,1/5,13/18,0/0,5/5,8/10,14/20,15/25
57.4,MIA,SF,Duncan Robinson,o3.5 RA,5.2,1.7,3.4,"'-0.1","'-160",0,20,46/68,43/62,5/19,3/5,8/10,13/20,21/30
77.4,MEM,SG,Desmond Bane,o0.5 Steals,1.3,0.8,1.4,0.9,"'-210",1,4,29/42,37/54,2/3,4/5,8/10,12/20,20/30
60.2,MIN,PG,Donte DiVincenzo,o0.5 Steals,1.3,0.8,0.6,0.1,"'-220",0,9,59/80,33/48,4/5,3/5,8/10,14/20,21/30
69.8,MIA,PG,Davion Mitchell,o0.5 3PTM,1.3,0.8,0.8,0.3,"'-160",2,13,32/71,39/57,6/8,4/5,8/10,16/20,23/30
77.3,MEM,PG,Luke Kennard,o2.5 Ast,3.7,1.2,4,1.5,"'-170",0,4,22/39,34/51,0/3,4/5,8/10,15/20,22/30
77.3,MIA,SF,Haywood Highsmith,o2.5 Reb,3.5,1,3.6,1.1,"'-160",6,24,36/65,38/58,10/16,5/5,8/10,14/20,22/30
71.7,DAL,PF,P.J. Washington,o0.5 Blocks,1.5,1,1.6,1.1,"'-200",0,23,40/73,31/47,7/8,3/5,8/10,13/20,21/30
70.6,MIA,PG,Davion Mitchell,o9.5 PA,13.9,4.4,12.2,2.7,"'-130",0,14,22/71,37/57,6/8,4/5,8/10,15/20,20/30
66.4,MIN,C,Naz Reid,o1.5 3PTM,2.8,1.3,3.2,1.7,"'-154",5,13,44/80,42/66,3/5,5/5,8/10,16/20,25/30
69.1,MIA,PG,Davion Mitchell,o6 RA,7.7,1.7,7.8,1.8,"'-137",0,11,13/71,36/57,4/8,4/5,8/10,13/20,17/30
86,ATL,SF,Vit Krejci,o9.5 PRA,15.2,5.7,17.8,8.3,"'-115",7,22,11/21,26/41,2/2,5/5,8/10,18/20,23/30
58.5,DEN,PF,Aaron Gordon,o6.5 RA,8.7,2.2,5.8,"'-0.7","'-130",0,16,59/72,24/38,13/17,3/5,8/10,10/20,18/30
60.4,MIN,C,Naz Reid,o19.5 PRA,27.7,8.2,24.8,5.3,"'-115",0,5,38/80,41/66,2/5,4/5,8/10,17/20,24/30
85,ATL,SF,Vit Krejci,o7.5 PR,12.8,5.3,14.2,6.7,"'-115",7,21,10/21,25/41,1/2,5/5,8/10,18/20,22/30
87.6,TOR,SF,RJ Barrett,o24.5 PA,27.1,2.6,26.2,1.7,"'-110",0,26,29/58,31/51,0/4,4/5,8/10,12/20,18/30
59.2,PHX,SG,Bradley Beal,o19.5 PR,23.3,3.8,16.6,"'-2.9","'-125",2,6,30/52,28/46,4/6,3/5,8/10,12/20,18/30
63.5,MIA,PG,Davion Mitchell,o0.5 Steals,1.1,0.6,0.8,0.3,"'-110",1,7,13/71,33/57,2/8,3/5,8/10,14/20,18/30
69.3,MIA,PG,Davion Mitchell,o12.5 PRA,16.2,3.7,14.4,1.9,"'-105",0,14,18/71,33/57,6/8,4/5,8/10,13/20,17/30
70.8,DEN,C,Nikola Jokic,o12.5 Reb,14.2,1.7,15,2.5,"'-105",0,9,38/78,35/60,13/18,4/5,8/10,12/20,17/30
81,SAC,PF,Keegan Murray,o1.5 3PTM,2.5,1,1.8,0.3,"'-154",1,17,46/76,36/62,7/11,3/5,8/10,13/20,21/30
60.8,MIN,SF,Jaden McDaniels,o5.5 Reb,7.9,2.4,6.2,0.7,"'+105",1,13,8/71,38/67,3/5,3/5,8/10,16/20,24/30
48.3,PHX,SG,Bradley Beal,o16.5 Pts,19.6,3.1,14.6,"'-1.9","'-115",2,5,24/52,26/46,4/6,3/5,8/10,12/20,18/30
50.3,PHX,SG,Bradley Beal,o24.5 PRA,28.4,3.9,21.2,"'-3.3","'-105",2,9,33/52,26/46,4/6,3/5,8/10,12/20,18/30
81,ATL,SF,Vit Krejci,o5.5 Pts,9.2,3.7,10,4.5,"'-110",5,13,9/21,23/41,1/2,5/5,8/10,17/20,21/30
75.6,DAL,SG,Max Christie,o0.5 Steals,0.9,0.4,1,0.5,"'-170",2,28,18/66,35/63,1/7,4/5,8/10,14/20,17/30
61.2,HOU,PF,Dillon Brooks,o3.5 Reb,4.5,1,3.4,"'-0.1","'-140",0,27,34/72,34/62,4/10,4/5,8/10,11/20,15/30
60.3,HOU,PF,Dillon Brooks,o0.5 Steals,0.9,0.4,0.6,0.1,"'-165",0,1,39/72,34/62,5/10,3/5,8/10,10/20,18/30
70.1,MIA,SF,Andrew Wiggins,o20.5 PA,22.5,2,23.2,2.7,"'-105",7,13,15/70,28/52,1/5,5/5,8/10,16/20,18/30
75,IND,C,Myles Turner,o1.5 Ast,2.1,0.6,1.6,0.1,"'-135",3,23,27/77,31/57,4/9,3/5,8/10,13/20,18/30
50.3,PHX,SG,Bradley Beal,o20.5 PA,24.7,4.2,19.2,"'-1.3","'-115",2,10,29/52,25/46,4/6,3/5,8/10,13/20,19/30
69.2,IND,PG,Tyrese Haliburton,o12.5 RA,13.9,1.4,14.8,2.3,"'-113",3,29,47/69,32/60,7/8,4/5,8/10,11/20,17/30
69.6,MIA,SF,Duncan Robinson,o15.5 PRA,19.6,4.1,17.4,1.9,"'+100",1,13,44/68,32/62,5/19,4/5,8/10,11/20,17/30
51.6,IND,SF,Aaron Nesmith,o4 Reb,4.4,0.4,3.6,"'-0.4","'-137",2,28,42/72,15/29,6/8,3/5,8/10,12/20,16/30
67.1,MIA,PF,Bam Adebayo,o17.5 Pts,21.5,4,22.8,5.3,"'-120",0,11,47/70,32/63,15/21,4/5,8/10,18/20,20/30
64.1,MIA,SG,Tyler Herro,o5.5 Ast,6.6,1.1,5.6,0.1,"'-159",1,5,13/41,31/62,5/13,4/5,8/10,17/20,21/30
71.7,PHI,SG,Quentin Grimes,o0.5 Steals,1.8,1.3,2.4,1.9,"'-235",5,9,28/51,31/62,4/5,5/5,8/10,12/20,18/30
86.2,LAC,SG,Bogdan Bogdanovic,o2.5 Ast,3.3,0.8,3,0.5,"'-154",1,27,50/78,19/38,0/0,4/5,8/10,9/20,16/30
54.6,HOU,C,Alperen Sengun,o25.5 PA,26.6,1.1,26.6,1.1,"'-125",1,7,30/63,31/62,4/9,4/5,8/10,11/20,16/30
66.2,MIA,PF,Bam Adebayo,o21.5 PA,26.1,4.6,28,6.5,"'-125",0,8,42/70,31/63,14/21,4/5,8/10,16/20,17/30
74.9,ATL,SG,Terance Mann,o1.5 Ast,2.6,1.1,2.8,1.3,"'-190",3,4,29/74,25/51,0/0,4/5,8/10,11/20,14/30
68.9,MIA,SF,Duncan Robinson,o10.5 Pts,14.4,3.9,14,3.5,"'-110",6,9,43/68,30/62,5/19,5/5,8/10,11/20,16/30
62.7,MIN,C,Naz Reid,o5.5 Reb,8.7,3.2,6.4,0.9,"'+104",0,18,32/80,32/66,1/5,3/5,8/10,15/20,20/30
85,PHX,C,Nick Richards,o10 Pts,12.2,2.2,12.4,2.4,"'-137",4,23,37/67,22/46,1/4,4/5,8/10,11/20,15/30
69.7,MIN,PG,Donte DiVincenzo,o11.5 Pts,15.6,4.1,14,2.5,"'-102",0,25,52/80,22/48,3/5,4/5,8/10,14/20,16/30
73.8,LAC,SG,Bogdan Bogdanovic,o5.5 RA,7.4,1.9,8.8,3.3,"'-135",1,25,51/78,17/38,0/0,4/5,8/10,10/20,13/30
65.6,ATL,SG,Caris LeVert,o12.5 Pts,17,4.5,19,6.5,"'-125",2,8,36/68,23/51,2/4,4/5,8/10,10/20,13/30
58.9,MIN,C,Naz Reid,o7.5 RA,11.7,4.2,9,1.5,"'+125",0,11,30/80,30/66,1/5,3/5,8/10,17/20,20/30
56.4,DEN,SG,Christian Braun,o22.5 PRA,24.9,2.4,23.4,0.9,"'-115",0,3,6/81,29/65,0/17,4/5,8/10,14/20,19/30
66.8,ATL,PF,Georges Niang,o5.5 RA,6.5,1,6.6,1.1,"'-130",2,15,25/81,28/64,0/4,3/5,8/10,11/20,13/30
58.1,HOU,SG,Jalen Green,o8.5 RA,10.1,1.6,10.4,1.9,"'-118",4,16,39/81,29/66,8/11,4/5,8/10,14/20,16/30
67.7,MIN,PG,Donte DiVincenzo,o15.5 PR,20,4.5,18.2,2.7,"'-112",4,22,53/80,21/48,2/5,4/5,8/10,12/20,15/30
57.6,BOS,PF,Jayson Tatum,o6.5 Ast,7.4,0.9,6.8,0.3,"'-104",2,14,17/74,26/61,6/21,4/5,8/10,12/20,16/30
57.6,BOS,PF,Jayson Tatum,o15.5 RA,17.5,2,17.6,2.1,"'-105",2,14,18/74,25/61,9/21,4/5,8/10,10/20,13/30
55.3,ATL,C,Onyeka Okongwu,o15.5 PA,17.5,2,14.8,"'-0.7","'-118",0,1,10/55,24/59,1/4,3/5,8/10,12/20,18/30
77.9,SAC,SF,DeMar DeRozan,o4.5 Ast,6.1,1.6,6.8,2.3,"'-112",5,27,48/78,23/60,2/6,5/5,8/10,12/20,13/30
62.4,ATL,SG,Caris LeVert,o16.5 PR,19.9,3.4,22,5.5,"'-115",2,3,36/68,19/51,1/4,4/5,8/10,10/20,12/30
52.6,ORL,PG,Cole Anthony,o3.5 Reb,4.6,1.1,4,0.5,"'-150",3,16,36/80,21/60,1/4,4/5,8/10,11/20,17/30
82,SAC,C,Domantas Sabonis,o16.5 RA,18.2,1.7,17.4,0.9,"'+104",0,18,72/81,44/56,10/11,3/5,7/10,15/20,24/30
66.8,PHI,SF,Kelly Oubre Jr.,o0.5 Steals,1.6,1.1,1.6,1.1,"'-240",1,1,46/67,46/60,5/6,4/5,7/10,16/20,24/30
72,SAC,C,Domantas Sabonis,o11.5 Reb,13.4,1.9,12.2,0.7,"'+102",0,2,51/81,43/56,6/11,2/5,7/10,14/20,23/30
76.5,BOS,C,Kristaps Porzingis,o1.5 3PTM,2.6,1.1,2.2,0.7,"'-190",4,29,35/57,24/32,6/11,4/5,7/10,15/20,23/30
71.6,MIA,PG,Terry Rozier,o0.5 3PTM,1.1,0.6,1.8,1.3,"'-190",6,13,47/61,43/57,5/7,5/5,7/10,15/20,22/30
83.8,SA,C,Bismack Biyombo,o0.5 Ast,1,0.5,1,0.5,"'-170",0,19,25/38,9/12,1/1,3/5,7/10,11/20,17/30
78.1,CHA,PG,LaMelo Ball,o0.5 Steals,0.8,0.3,1,0.5,"'-215",3,5,21/22,31/42,3/4,4/5,7/10,13/20,21/30
87,ATL,SF,Vit Krejci,o3.5 RA,6,2.5,7.8,4.3,"'-145",0,29,14/21,30/41,2/2,4/5,7/10,17/20,25/30
85,ATL,SF,Vit Krejci,o1.5 Ast,2.4,0.9,3.6,2.1,"'-150",0,24,14/21,29/41,2/2,4/5,7/10,16/20,23/30
85.1,LAC,SF,Amir Coffey,o0.5 3PTM,1.1,0.6,1.4,0.9,"'-225",2,26,38/69,45/64,2/3,4/5,7/10,13/20,19/30
73.9,LAC,PF,Derrick Jones Jr.,o0.5 Steals,0.8,0.3,0.6,0.1,"'-165",1,5,35/76,42/61,3/6,3/5,7/10,13/20,19/30
59.8,MIN,C,Naz Reid,o12 Pts,16,4,15.8,3.8,"'-137",0,4,45/80,45/66,2/5,4/5,7/10,15/20,25/30
73.9,PHX,SF,Kevin Durant,o0.5 Blocks,1.1,0.6,1,0.5,"'-215",3,3,52/74,36/53,2/5,4/5,7/10,12/20,20/30
75.1,PHX,PG,Devin Booker,o0.5 Steals,0.9,0.4,0.8,0.3,"'-200",0,6,41/67,41/60,7/11,3/5,7/10,11/20,20/30
79.2,SA,C,Bismack Biyombo,o0.5 Blocks,1.1,0.6,1,0.5,"'-210",2,9,21/38,8/12,1/1,4/5,7/10,10/20,16/30
69.8,MIA,SF,Haywood Highsmith,o0.5 3PTM,1.2,0.7,0.6,0.1,"'-185",0,23,35/65,38/58,6/16,3/5,7/10,12/20,18/30
48.2,DAL,PF,P.J. Washington,o6.5 Reb,9.2,2.7,5.8,"'-0.7","'-110",0,11,23/73,31/47,3/8,2/5,7/10,16/20,20/30
64.5,MIA,PG,Davion Mitchell,o3.5 Ast,5.4,1.9,5.6,2.1,"'-135",0,9,10/71,37/57,4/8,3/5,7/10,14/20,18/30
59.3,MIN,C,Naz Reid,o13.5 PA,19,5.5,18.4,4.9,"'-137",0,3,38/80,43/66,2/5,4/5,7/10,16/20,24/30
59.3,MIA,C,Kel'el Ware,o0.5 Blocks,1.3,0.8,1.8,1.3,"'-190",0,2,0/0,30/47,1/1,3/5,7/10,14/20,22/30
76.9,IND,C,Myles Turner,o1.5 3PTM,2.6,1.1,1.6,0.1,"'-200",0,30,32/77,36/57,4/9,2/5,7/10,15/20,21/30
82.6,CHA,SG,Josh Green,o0.5 Steals,1.2,0.7,0.8,0.3,"'-210",2,18,29/56,37/59,2/4,3/5,7/10,14/20,22/30
78,PHX,C,Nick Richards,o0.5 Blocks,0.7,0.2,0.6,0.1,"'-140",0,11,42/67,29/46,3/4,3/5,7/10,13/20,19/30
71.1,MIA,SF,Andrew Wiggins,o0.5 Blocks,1.1,0.6,1.6,1.1,"'-155",3,17,31/70,32/52,3/5,4/5,7/10,12/20,20/30
63.2,MIA,PF,Bam Adebayo,o3.5 Ast,4.6,1.1,5.2,1.7,"'-140",2,2,36/70,39/63,11/21,4/5,7/10,13/20,19/30
79.9,ATL,PG,Trae Young,o13.5 RA,14.8,1.3,16.4,2.9,"'-125",1,14,28/53,38/61,3/4,4/5,7/10,11/20,15/30
48.1,DAL,PF,P.J. Washington,o8.5 RA,12.2,3.7,8.2,"'-0.3","'-120",0,10,22/73,29/47,3/8,2/5,7/10,14/20,17/30
79.6,LAC,PF,Derrick Jones Jr.,o0.5 3PTM,1.1,0.6,1.6,1.1,"'-170",6,11,44/76,37/61,3/6,5/5,7/10,13/20,17/30
32.6,MIN,PG,Mike Conley,o4 Ast,4,0,3.8,"'-0.2","'-137",2,7,59/75,35/57,2/3,3/5,7/10,16/20,20/30
71.2,DEN,PG,Jamal Murray,o5.5 Ast,6.2,0.7,6.8,1.3,"'-105",2,11,37/58,36/59,10/18,4/5,7/10,13/20,17/30
65.1,MIA,SF,Haywood Highsmith,o8.5 PRA,12.9,4.4,12,3.5,"'-130",0,13,31/65,35/58,7/16,3/5,7/10,11/20,18/30
64.8,MIA,SF,Haywood Highsmith,o5.5 PA,9.4,3.9,8.4,2.9,"'-125",0,13,32/65,35/58,7/16,3/5,7/10,11/20,18/30
64.6,MIN,C,Rudy Gobert,o9.5 Reb,11.4,1.9,10.2,0.7,"'-130",1,18,63/75,34/57,3/5,3/5,7/10,12/20,17/30
62.5,MIA,SF,Haywood Highsmith,o4.5 Pts,7.1,2.6,6.2,1.7,"'-115",0,9,33/65,34/58,7/16,3/5,7/10,10/20,17/30
77.6,ATL,SG,Caris LeVert,o0.5 Steals,1.2,0.7,1,0.5,"'-190",1,15,47/68,30/51,3/4,3/5,7/10,10/20,16/30
73.9,ATL,SG,Dyson Daniels,o4 Ast,5,1,5.4,1.4,"'-137",0,4,19/60,36/61,1/6,4/5,7/10,17/20,21/30
73.9,MEM,SG,Desmond Bane,o10.5 RA,14,3.5,14,3.5,"'-143",1,3,18/42,32/54,1/3,3/5,7/10,14/20,20/30
64.4,MIN,C,Naz Reid,o0.5 Blocks,1.2,0.7,1.2,0.7,"'-195",3,15,46/80,39/66,2/5,4/5,7/10,14/20,20/30
58.9,MIN,C,Naz Reid,o17.5 PR,24.7,7.2,22.2,4.7,"'-120",0,4,40/80,39/66,2/5,4/5,7/10,14/20,22/30
69.1,DEN,SF,Michael Porter Jr.,o8.5 RA,10.4,1.9,10.2,1.7,"'-140",1,10,36/80,37/63,13/16,3/5,7/10,11/20,15/30
73.3,TOR,SF,RJ Barrett,o19.5 Pts,21.5,2,19.6,0.1,"'-110",0,25,33/58,30/51,1/4,3/5,7/10,11/20,17/30
74.5,TOR,SF,RJ Barrett,o25.5 PR,27.7,2.2,27.4,1.9,"'-108",0,29,31/58,30/51,1/4,3/5,7/10,12/20,17/30
76.8,IND,C,Thomas Bryant,o0.5 3PTM,0.9,0.4,1,0.5,"'-155",1,30,3/37,28/48,2/2,3/5,7/10,12/20,21/30
68.2,MIN,PG,Mike Conley,o7.5 Pts,8.6,1.1,10.2,2.7,"'-105",4,25,56/75,33/57,2/3,4/5,7/10,13/20,18/30
66,DEN,C,Nikola Jokic,o22.5 RA,25.4,2.9,24.8,2.3,"'-115",0,8,30/78,35/60,10/18,2/5,7/10,11/20,18/30
71.5,BOS,PG,Derrick White,o0.5 Steals,1.5,1,1.2,0.7,"'-240",1,26,47/73,36/63,12/21,3/5,7/10,10/20,15/30
62.5,MIA,SF,Haywood Highsmith,o0.5 Steals,0.8,0.3,1,0.5,"'-125",2,3,30/65,33/58,6/16,4/5,7/10,12/20,16/30
65.1,MIA,SF,Haywood Highsmith,o7.5 PR,10.6,3.1,9.8,2.3,"'-115",0,13,33/65,33/58,7/16,3/5,7/10,9/20,15/30
65.7,IND,PG,Tyrese Haliburton,o2.5 3PTM,3.8,1.3,3.8,1.3,"'-167",0,6,34/69,34/60,6/8,3/5,7/10,13/20,17/30
76.9,ATL,SG,Terance Mann,o0.5 3PTM,1.4,0.9,1.2,0.7,"'-210",1,14,47/74,29/51,0/0,3/5,7/10,12/20,19/30
48.6,DAL,PF,P.J. Washington,o22.5 PRA,27.8,5.3,18.4,"'-4.1","'-118",0,11,27/73,27/47,3/8,2/5,7/10,15/20,17/30
74.8,SAC,SF,DeMar DeRozan,o3.5 Reb,4.9,1.4,5.6,2.1,"'-154",1,5,50/78,34/60,3/6,4/5,7/10,13/20,19/30
50.8,BOS,PG,Derrick White,o17 Pts,19.5,2.5,20.6,3.6,"'-137",2,4,32/73,35/63,8/21,3/5,7/10,13/20,16/30
65.1,MIA,SF,Andrew Wiggins,o17.5 Pts,19.5,2,20.2,2.7,"'-110",3,9,14/70,29/52,1/5,4/5,7/10,14/20,17/30
73.6,PHI,PF,Justin Edwards,o0.5 Steals,0.9,0.4,0.8,0.3,"'-125",3,16,0/0,18/32,0/1,4/5,7/10,14/20,18/30
81.6,ATL,PG,Trae Young,o10.5 Ast,11.7,1.2,12.8,2.3,"'-115",1,20,30/53,34/61,2/4,4/5,7/10,11/20,15/30
80.5,ATL,SF,Vit Krejci,o7.5 PA,11.6,4.1,13.6,6.1,"'-115",5,15,11/21,23/41,2/2,5/5,7/10,17/20,22/30
75.9,MEM,SG,Desmond Bane,o5.5 Reb,8,2.5,8.6,3.1,"'-140",0,3,12/42,30/54,0/3,4/5,7/10,13/20,17/30
66.8,MIN,PF,Julius Randle,o29.5 PRA,31.1,1.6,33.6,4.1,"'-104",4,22,39/46,30/54,5/6,4/5,7/10,11/20,17/30
47.2,DAL,PF,P.J. Washington,o20.5 PR,24.8,4.3,16,"'-4.5","'-110",0,9,26/73,26/47,3/8,2/5,7/10,15/20,17/30
75.8,HOU,PF,Dillon Brooks,o17.5 PR,19.9,2.4,21.4,3.9,"'-105",4,30,28/72,34/62,4/10,4/5,7/10,13/20,16/30
75.2,CLE,SF,De'Andre Hunter,o3.5 Reb,4.6,1.1,5.2,1.7,"'-154",0,4,29/56,27/49,2/5,4/5,7/10,12/20,17/30
63.9,ORL,PF,Paolo Banchero,o0.5 Steals,1.4,0.9,2,1.5,"'-225",3,14,45/79,18/33,3/3,4/5,7/10,13/20,16/30
82.2,CHA,PF,Miles Bridges,o0.5 Blocks,1.2,0.7,1.4,0.9,"'-125",3,20,24/69,28/51,2/3,3/5,7/10,13/20,18/30
82,SA,PF,Harrison Barnes,o1.5 3PTM,2.5,1,2.6,1.1,"'-160",0,14,39/81,35/64,1/5,4/5,7/10,13/20,19/30
74.5,DEN,PF,Aaron Gordon,o19.5 PRA,23.1,3.6,23.8,4.3,"'-125",0,20,50/72,21/38,11/17,3/5,7/10,10/20,16/30
67.1,MIA,SF,Andrew Wiggins,o22.5 PR,23.9,1.4,24,1.5,"'-100",3,13,14/70,28/52,1/5,4/5,7/10,15/20,17/30
67.5,MIN,PF,Julius Randle,o6.5 Reb,6.8,0.3,7.8,1.3,"'-120",0,25,36/46,29/54,5/6,4/5,7/10,13/20,19/30
66.6,MIA,PG,Davion Mitchell,o8.5 PR,10.8,2.3,8.8,0.3,"'-110",0,16,23/71,30/57,6/8,3/5,7/10,13/20,17/30
72.6,HOU,C,Alperen Sengun,o0.5 Blocks,1,0.5,0.8,0.3,"'+105",0,27,32/63,33/62,5/9,3/5,7/10,10/20,15/30
70.4,MEM,C,Zach Edey,o7.5 Reb,8.5,1,8.4,0.9,"'-135",0,20,0/0,27/51,1/1,3/5,7/10,13/20,15/30
69.9,MEM,C,Zach Edey,o8.5 RA,9.1,0.6,9.2,0.7,"'-137",0,19,0/0,27/51,1/1,3/5,7/10,13/20,15/30
67.1,MIA,SF,Andrew Wiggins,o24.5 PRA,26.9,2.4,27,2.5,"'-125",3,13,16/70,27/52,1/5,4/5,7/10,14/20,17/30
69,MIA,SF,Andrew Wiggins,o6.5 RA,7.4,0.9,6.8,0.3,"'-150",2,20,29/70,27/52,3/5,3/5,7/10,13/20,17/30
67,LAC,C,Ivica Zubac,o2.5 Ast,2.8,0.3,2.8,0.3,"'+114",0,16,11/68,33/64,3/4,3/5,7/10,11/20,17/30
69.8,ATL,SG,Dyson Daniels,o9.5 RA,10.8,1.3,11.4,1.9,"'-120",0,1,13/60,32/61,1/6,3/5,7/10,15/20,20/30
85.5,MEM,SF,Jaylen Wells,o1.5 Ast,2.1,0.6,1.6,0.1,"'+110",3,29,0/0,34/66,0/1,3/5,7/10,10/20,14/30
74,DEN,SF,Michael Porter Jr.,o6.5 Reb,8.7,2.2,8.8,2.3,"'-152",1,21,45/80,33/63,15/16,3/5,7/10,14/20,18/30
63.3,MIA,C,Kel'el Ware,o14.5 PR,18,3.5,15.4,0.9,"'-122",0,7,0/0,24/47,1/1,3/5,7/10,13/20,20/30
82.7,LAC,SG,Kris Dunn,o1.5 Steals,2.5,1,2.4,0.9,"'-110",2,22,18/65,30/59,0/2,4/5,7/10,13/20,15/30
47.2,DAL,PF,P.J. Washington,o13.5 Pts,15.6,2.1,10.2,"'-3.3","'-110",0,10,30/73,24/47,3/8,2/5,7/10,14/20,16/30
56,DEN,SG,Christian Braun,o7.5 RA,8.3,0.8,7.6,0.1,"'-110",0,7,16/81,33/65,0/17,3/5,7/10,14/20,17/30
64.9,BOS,C,Kristaps Porzingis,o0.5 Steals,1.4,0.9,1.2,0.7,"'-165",4,8,30/57,16/32,5/11,4/5,7/10,11/20,15/30
68.5,IND,PG,Tyrese Haliburton,o27.5 PA,32.6,5.1,33.8,6.3,"'-125",0,29,48/69,30/60,6/8,4/5,7/10,10/20,17/30
74.5,DEN,PF,Aaron Gordon,o15.5 PA,18.5,3,19.8,4.3,"'-110",0,20,47/72,19/38,9/17,3/5,7/10,10/20,15/30
83.3,SAC,SF,DeMar DeRozan,o26.5 PA,29.5,3,31.2,4.7,"'-105",1,20,47/78,30/60,4/6,4/5,7/10,11/20,16/30
47.7,DAL,PF,P.J. Washington,o15.5 PA,18.6,3.1,12.6,"'-2.9","'-120",0,11,31/73,23/47,3/8,2/5,7/10,14/20,15/30
66,MEM,PF,Jaren Jackson Jr.,o1.5 Blocks,1.8,0.3,1.4,"'-0.1","'+114",0,19,24/66,29/59,2/3,3/5,7/10,11/20,14/30
53.1,BOS,PG,Derrick White,o3.5 3PTM,4.6,1.1,4.2,0.7,"'-115",1,14,22/73,30/63,6/21,2/5,7/10,12/20,15/30
52.3,IND,PG,T.J. McConnell,o5 Ast,5.1,0.1,4.6,"'-0.4","'-137",1,29,45/71,29/60,2/10,3/5,7/10,12/20,17/30
62.8,IND,SF,Aaron Nesmith,o1.5 3PTM,2.4,0.9,2.2,0.7,"'-137",0,21,39/72,14/29,5/8,3/5,7/10,10/20,14/30
64.8,MEM,PG,Ja Morant,o23.5 Pts,25.4,1.9,28.8,5.3,"'-106",7,1,5/9,20/42,2/3,5/5,7/10,11/20,15/30
